hitid,hittypeid,title,description,reward,creationtime,assignments,assignmentid,workerid,assignmentaccepttime,assignmentsubmittime,exp,condition,condition_other,filter,response,lang_item,complex_item,simple_item,trial,exp2,measure,total_hit_time,dow,hour,duplicateS
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2RNKCJ011K27NCD9GVN678N8IJ19BP,A3G52TZIT1LKUK,3/9/14 10:28,3/9/14 10:29,4,short,NA,TRUE,complex,"""tupa""",c_2,s_7,NA,4,fc,29,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2RNKCJ011K27NCD9GVN678N8IJ19BP,A3G52TZIT1LKUK,3/9/14 10:28,3/9/14 10:29,4,short,NA,TRUE,complex,"""gabu""",c_4,s_5,NA,4,fc,29,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2RNKCJ011K27NCD9GVN678N8IJ19BP,A3G52TZIT1LKUK,3/9/14 10:28,3/9/14 10:29,4,short,NA,TRUE,complex,"""mipa""",c_3,s_8,NA,4,fc,29,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2DI39Z0B6UTOPMAERXKVXKGT8H0YNS,A3IH4TNZSWEZWG,3/9/14 10:34,3/9/14 10:34,4,long,NA,FALSE,simple,"""kibagronan""",c_7,s_4,NA,4,fc,20,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2DI39Z0B6UTOPMAERXKVXKGT8H0YNS,A3IH4TNZSWEZWG,3/9/14 10:34,3/9/14 10:34,4,long,NA,FALSE,complex,"""gaburatum""",c_5,s_2,NA,4,fc,20,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2DI39Z0B6UTOPMAERXKVXKGT8H0YNS,A3IH4TNZSWEZWG,3/9/14 10:34,3/9/14 10:34,4,long,NA,FALSE,simple,"""fepolopus""",c_6,s_3,NA,4,fc,20,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2DI39Z0B6UTOPMAERXKVXKGT8H0YNS,A3IH4TNZSWEZWG,3/9/14 10:34,3/9/14 10:34,4,long,NA,FALSE,simple,"""mipatorun""",c_8,s_1,NA,4,fc,20,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28O2GTP9RA7SOPS12EPSUF74VBLVQ3,A3O81LHBBI8NPK,3/9/14 10:34,3/9/14 10:35,4,long,NA,TRUE,complex,"""tupabugorn""",c_6,s_3,NA,4,fc,40,Sun,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28O2GTP9RA7SOPS12EPSUF74VBLVQ3,A3O81LHBBI8NPK,3/9/14 10:34,3/9/14 10:35,4,long,NA,TRUE,simple,"""gaburatum""",c_7,s_4,NA,4,fc,40,Sun,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28O2GTP9RA7SOPS12EPSUF74VBLVQ3,A3O81LHBBI8NPK,3/9/14 10:34,3/9/14 10:35,4,long,NA,TRUE,complex,"""fepolopus""",c_8,s_1,NA,4,fc,40,Sun,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28O2GTP9RA7SOPS12EPSUF74VBLVQ3,A3O81LHBBI8NPK,3/9/14 10:34,3/9/14 10:35,4,long,NA,TRUE,simple,"""mipatorun""",c_5,s_2,NA,4,fc,40,Sun,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2H957DZKPFE4X9JH9RT5R8IDZO04EO,A3V0B5FLTO52N0,3/9/14 10:27,3/9/14 10:28,4,long,NA,TRUE,complex,"""gaburatum""",c_6,s_4,NA,4,fc,48,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2H957DZKPFE4X9JH9RT5R8IDZO04EO,A3V0B5FLTO52N0,3/9/14 10:27,3/9/14 10:28,4,long,NA,TRUE,complex,"""kibagronan""",c_8,s_2,NA,4,fc,48,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2H957DZKPFE4X9JH9RT5R8IDZO04EO,A3V0B5FLTO52N0,3/9/14 10:27,3/9/14 10:28,4,long,NA,TRUE,complex,"""mipatorun""",c_5,s_3,NA,4,fc,48,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2H957DZKPFE4X9JH9RT5R8IDZO04EO,A3V0B5FLTO52N0,3/9/14 10:27,3/9/14 10:28,4,long,NA,TRUE,complex,"""tupabugorn""",c_7,s_1,NA,4,fc,48,Sun,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2ESSPW1INMHGHJAJZS1BCBFQR8GH4D,A4ITJB4ISUQ9N,3/10/14 10:49,3/10/14 10:50,4,long,NA,TRUE,simple,"""kibagronan""",c_8,s_2,NA,4,fc,42,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2ESSPW1INMHGHJAJZS1BCBFQR8GH4D,A4ITJB4ISUQ9N,3/10/14 10:49,3/10/14 10:50,4,long,NA,TRUE,simple,"""fepolopus""",c_5,s_3,NA,4,fc,42,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2ESSPW1INMHGHJAJZS1BCBFQR8GH4D,A4ITJB4ISUQ9N,3/10/14 10:49,3/10/14 10:50,4,long,NA,TRUE,complex,"""gaburatum""",c_6,s_4,NA,4,fc,42,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2ESSPW1INMHGHJAJZS1BCBFQR8GH4D,A4ITJB4ISUQ9N,3/10/14 10:49,3/10/14 10:50,4,long,NA,TRUE,simple,"""pakuwugnum""",c_7,s_1,NA,4,fc,42,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2I3727M0IGFK0676UKJVL4VM0NQEZ5,A9KUDJIUCERON,3/10/14 10:42,3/10/14 10:43,4,long,NA,TRUE,complex,"""tupabugorn""",c_7,s_1,NA,4,fc,33,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2I3727M0IGFK0676UKJVL4VM0NQEZ5,A9KUDJIUCERON,3/10/14 10:42,3/10/14 10:43,4,long,NA,TRUE,simple,"""fepolopus""",c_6,s_4,NA,4,fc,33,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2I3727M0IGFK0676UKJVL4VM0NQEZ5,A9KUDJIUCERON,3/10/14 10:42,3/10/14 10:43,4,long,NA,TRUE,complex,"""pakuwugnum""",c_8,s_2,NA,4,fc,33,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2I3727M0IGFK0676UKJVL4VM0NQEZ5,A9KUDJIUCERON,3/10/14 10:42,3/10/14 10:43,4,long,NA,TRUE,complex,"""kibagronan""",c_5,s_3,NA,4,fc,33,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,224XKNQY2RCJ3Z9ZRJUHX0KYU3GR2M,A9TFQV2N4OU3E,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""tibu""",c_6,s_1,NA,4,fc,52,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,224XKNQY2RCJ3Z9ZRJUHX0KYU3GR2M,A9TFQV2N4OU3E,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""gabu""",c_8,s_3,NA,4,fc,52,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,224XKNQY2RCJ3Z9ZRJUHX0KYU3GR2M,A9TFQV2N4OU3E,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""kiba""",c_5,s_4,NA,4,fc,52,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,224XKNQY2RCJ3Z9ZRJUHX0KYU3GR2M,A9TFQV2N4OU3E,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""tupa""",c_7,s_2,NA,4,fc,52,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2F3MJTUHYW2GCIFR6CJ52M1ALRKJOU,AAN1R31JOI3PX,3/10/14 10:50,3/10/14 10:51,4,long,NA,TRUE,complex,"""gaburatum""",c_6,s_1,NA,4,fc,39,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2F3MJTUHYW2GCIFR6CJ52M1ALRKJOU,AAN1R31JOI3PX,3/10/14 10:50,3/10/14 10:51,4,long,NA,TRUE,simple,"""kibagronan""",c_5,s_4,NA,4,fc,39,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2F3MJTUHYW2GCIFR6CJ52M1ALRKJOU,AAN1R31JOI3PX,3/10/14 10:50,3/10/14 10:51,4,long,NA,TRUE,complex,"""tiburalex""",c_8,s_3,NA,4,fc,39,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2F3MJTUHYW2GCIFR6CJ52M1ALRKJOU,AAN1R31JOI3PX,3/10/14 10:50,3/10/14 10:51,4,long,NA,TRUE,complex,"""tupabugorn""",c_7,s_2,NA,4,fc,39,Mon,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2FMUKQOYGNIWKGY8KLR167SZSZVHZT,ABM77ZQWCHPNX,3/9/14 10:33,3/9/14 10:34,4,short,NA,TRUE,simple,"""mipa""",c_5,s_3,NA,4,fc,27,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2FMUKQOYGNIWKGY8KLR167SZSZVHZT,ABM77ZQWCHPNX,3/9/14 10:33,3/9/14 10:34,4,short,NA,TRUE,simple,"""tibu""",c_8,s_2,NA,4,fc,27,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2FMUKQOYGNIWKGY8KLR167SZSZVHZT,ABM77ZQWCHPNX,3/9/14 10:33,3/9/14 10:34,4,short,NA,TRUE,complex,"""tupa""",c_7,s_1,NA,4,fc,27,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2FMUKQOYGNIWKGY8KLR167SZSZVHZT,ABM77ZQWCHPNX,3/9/14 10:33,3/9/14 10:34,4,short,NA,TRUE,complex,"""paku""",c_6,s_4,NA,4,fc,27,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2XB92NJKM05B5CZUD3N2MTPD3ZBFAS,AC5LU9TF9CTK9,3/9/14 10:32,3/9/14 10:33,4,long,NA,TRUE,complex,"""fepolopus""",c_1,s_7,NA,4,fc,36,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2XB92NJKM05B5CZUD3N2MTPD3ZBFAS,AC5LU9TF9CTK9,3/9/14 10:32,3/9/14 10:33,4,long,NA,TRUE,complex,"""gaburatum""",c_2,s_8,NA,4,fc,36,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2XB92NJKM05B5CZUD3N2MTPD3ZBFAS,AC5LU9TF9CTK9,3/9/14 10:32,3/9/14 10:33,4,long,NA,TRUE,complex,"""pakuwugnum""",c_3,s_5,NA,4,fc,36,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2XB92NJKM05B5CZUD3N2MTPD3ZBFAS,AC5LU9TF9CTK9,3/9/14 10:32,3/9/14 10:33,4,long,NA,TRUE,simple,"""tupabugorn""",c_4,s_6,NA,4,fc,36,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28M98JHSTLB34TLBFE9OHJEN33ZFR0,AFIIFNK4FM7MZ,3/9/14 10:36,3/9/14 10:36,4,short,NA,TRUE,simple,"""fepo""",c_5,s_1,NA,4,fc,31,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28M98JHSTLB34TLBFE9OHJEN33ZFR0,AFIIFNK4FM7MZ,3/9/14 10:36,3/9/14 10:36,4,short,NA,TRUE,complex,"""mipa""",c_7,s_3,NA,4,fc,31,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28M98JHSTLB34TLBFE9OHJEN33ZFR0,AFIIFNK4FM7MZ,3/9/14 10:36,3/9/14 10:36,4,short,NA,TRUE,complex,"""kiba""",c_6,s_2,NA,4,fc,31,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,28M98JHSTLB34TLBFE9OHJEN33ZFR0,AFIIFNK4FM7MZ,3/9/14 10:36,3/9/14 10:36,4,short,NA,TRUE,simple,"""tibu""",c_8,s_4,NA,4,fc,31,Sun,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2H957DZKPFE4X9JH9RT5R8IDZSN4EJ,AL1RAAKVG9FJ2,3/10/14 10:49,3/10/14 10:49,4,short,NA,TRUE,simple,"""tupa""",c_7,s_4,NA,4,fc,24,Mon,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2H957DZKPFE4X9JH9RT5R8IDZSN4EJ,AL1RAAKVG9FJ2,3/10/14 10:49,3/10/14 10:49,4,short,NA,TRUE,complex,"""kiba""",c_8,s_1,NA,4,fc,24,Mon,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2H957DZKPFE4X9JH9RT5R8IDZSN4EJ,AL1RAAKVG9FJ2,3/10/14 10:49,3/10/14 10:49,4,short,NA,TRUE,simple,"""fepo""",c_5,s_2,NA,4,fc,24,Mon,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2H957DZKPFE4X9JH9RT5R8IDZSN4EJ,AL1RAAKVG9FJ2,3/10/14 10:49,3/10/14 10:49,4,short,NA,TRUE,simple,"""gabu""",c_6,s_3,NA,4,fc,24,Mon,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2UG2L92HECWAPQ9YKH3F6CP9WQGHIR,AQ4J6CMXP5KOO,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""gabu""",c_5,s_2,NA,4,fc,38,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2UG2L92HECWAPQ9YKH3F6CP9WQGHIR,AQ4J6CMXP5KOO,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""mipa""",c_7,s_4,NA,4,fc,38,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2UG2L92HECWAPQ9YKH3F6CP9WQGHIR,AQ4J6CMXP5KOO,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""kiba""",c_8,s_1,NA,4,fc,38,Mon,13,no
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,2UG2L92HECWAPQ9YKH3F6CP9WQGHIR,AQ4J6CMXP5KOO,3/10/14 10:40,3/10/14 10:41,4,short,NA,TRUE,complex,"""tibu""",c_6,s_3,NA,4,fc,38,Mon,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,22EEZZ2MIKMNSNEP53U8ZWW1USVO7V,AS3BSFKKBAN8J,3/9/14 10:26,3/9/14 10:27,4,long,NA,TRUE,complex,"""mipatorun""",c_4,s_8,NA,4,fc,38,Sun,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,22EEZZ2MIKMNSNEP53U8ZWW1USVO7V,AS3BSFKKBAN8J,3/9/14 10:26,3/9/14 10:27,4,long,NA,TRUE,complex,"""tupabugorn""",c_3,s_7,NA,4,fc,38,Sun,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,22EEZZ2MIKMNSNEP53U8ZWW1USVO7V,AS3BSFKKBAN8J,3/9/14 10:26,3/9/14 10:27,4,long,NA,TRUE,complex,"""pakuwugnum""",c_1,s_5,NA,4,fc,38,Sun,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,22EEZZ2MIKMNSNEP53U8ZWW1USVO7V,AS3BSFKKBAN8J,3/9/14 10:26,3/9/14 10:27,4,long,NA,TRUE,simple,"""fepolopus""",c_2,s_6,NA,4,fc,38,Sun,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,218NTBJ3MMDXO8V7JBTKNB9QPQGBX6,AVHARSCRX7M9E,3/10/14 10:50,3/10/14 10:50,4,long,NA,TRUE,complex,"""tupabugorn""",c_5,s_1,NA,4,fc,28,Mon,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,218NTBJ3MMDXO8V7JBTKNB9QPQGBX6,AVHARSCRX7M9E,3/10/14 10:50,3/10/14 10:50,4,long,NA,TRUE,complex,"""mipatorun""",c_8,s_4,NA,4,fc,28,Mon,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,218NTBJ3MMDXO8V7JBTKNB9QPQGBX6,AVHARSCRX7M9E,3/10/14 10:50,3/10/14 10:50,4,long,NA,TRUE,complex,"""gaburatum""",c_7,s_3,NA,4,fc,28,Mon,13,yes
24BL0XULRGNTUC9MIIO5LP7PAF94QP,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/10/14 10:39,30,218NTBJ3MMDXO8V7JBTKNB9QPQGBX6,AVHARSCRX7M9E,3/10/14 10:50,3/10/14 10:50,4,long,NA,TRUE,complex,"""tiburalex""",c_6,s_2,NA,4,fc,28,Mon,13,yes
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2OJSQV66RLPH1M9HR11VQI66Z8T5D0,AVLDEOP5QRP4Q,3/9/14 10:24,3/9/14 10:24,4,short,NA,TRUE,complex,"""paku""",c_2,s_8,NA,4,fc,30,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2OJSQV66RLPH1M9HR11VQI66Z8T5D0,AVLDEOP5QRP4Q,3/9/14 10:24,3/9/14 10:24,4,short,NA,TRUE,simple,"""kiba""",c_4,s_6,NA,4,fc,30,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2OJSQV66RLPH1M9HR11VQI66Z8T5D0,AVLDEOP5QRP4Q,3/9/14 10:24,3/9/14 10:24,4,short,NA,TRUE,complex,"""fepo""",c_3,s_5,NA,4,fc,30,Sun,13,no
2A30XULRGNTB2WSM92WFV7N86VDR5L,261PJWKUDD8X549QZEQ0H6UTOIBALB,What does this word mean? (2 mins),Short 2-minute word game.,$0.20 ,3/9/14 10:22,30,2OJSQV66RLPH1M9HR11VQI66Z8T5D0,AVLDEOP5QRP4Q,3/9/14 10:24,3/9/14 10:24,4,short,NA,TRUE,complex,"""tibu""",c_1,s_7,NA,4,fc,30,Sun,13,no
29E1VP9746OQKLTQMCH6D0534SR0K3,2NQBAT2D5NQY6YL3M5AGBTYMNPU37H,What does this word mean? (1 min),Very short 1-minute word game.,$0.10 ,5/31/14 10:05,100,2SL3HVWAVKI6LGPQY6Y2599U9SBGOX,A3BXSMRCP1I2UN,5/31/14 10:06,5/31/14 10:07,12,short,NA,NA,60,"""paku""",36,28,NA,12,bet,41,Sat,13,no
29E1VP9746OQKLTQMCH6D0534SR0K3,2NQBAT2D5NQY6YL3M5AGBTYMNPU37H,What does this word mean? (1 min),Very short 1-minute word game.,$0.10 ,5/31/14 10:05,100,2IKV7WGKCCVL4WIAZ8DHGPQ84VP3T0,A2ASW4THRF5BW5,5/31/14 10:08,5/31/14 10:09,12,long,NA,NA,65,"""tiburalex""",43,29,NA,12,bet,61,Sat,13,no
